school,url
Randolph-Macon College,http://www.rmc.edu/
Ranken Technical College,http://ranken.edu/
Rasmussen College,http://www.rasmussen.edu/
Reconstructionist Rabbinical College,http://www.rrc.edu/
Reed College,http://www.reed.edu/
Reformed Theological Seminary,http://www.rts.edu/
Regent University,http://www.regent.edu/
Regis College,http://www.regiscollege.edu/
Regis University,http://www.regis.edu/
Reinhardt University,http://www.reinhardt.edu/
Rensselaer Polytechnic Institute,http://www.rpi.edu/
Research College of Nursing,http://researchcollege.edu/
Resurrection University,http://resu.edu/
Rhode Island College,http://www.ric.edu/
Rhode Island School of Design,http://www.risd.edu/
Rhodes College,http://www.rhodes.edu/
Rice University,http://www.riceinfo.rice.edu/
Richmont Graduate University,http://richmont.edu/
Rider University,http://www.rider.edu/
Ringling College of Art & Design,http://www.ringling.edu/
Ripon College,http://www.ripon.edu/
Rivier University,http://www.rivier.edu/
Roanoke College,http://www.roanoke.edu/
Robert Morris University,http://www.rmu.edu/
Robert Morris University Illinois,http://www.robertmorris.edu/
Roberts Wesleyan College,http://www.roberts.edu/
Rochester College,http://www.rc.edu/
Rochester Institute of Technology,http://www.rit.edu/
Rockford University,http://www.rockford.edu/
Rockhurst University,http://www.rockhurst.edu/
Rocky Mountain College,http://www.rocky.edu/
Rocky Mountain College of Art & Design,http://www.rmcad.edu/
Roger Williams University,http://www.rwu.edu/
Rogers State University,http://www.rsu.edu/
Rollins College,http://www.rollins.edu/
Roosevelt University,http://www.roosevelt.edu/
Rosalind Franklin University of Medicine & Science,http://www.rosalindfranklin.edu/
Rose-Hulman Institute of Technology,http://www.rose-hulman.edu/
Roseman University of Health Sciences,http://www.roseman.edu/
Rosemont College,http://www.rosemont.edu/
Rowan University,http://www.rowan.edu/
Rush University,http://www.rushu.rush.edu/
Rust College,http://www.rustcollege.edu/
Rutgers University–Camden,http://www.camden.rutgers.edu/
Rutgers University–New Brunswick,http://www.rutgers.edu/
Rutgers University–Newark,http://www.newark.rutgers.edu/
Tabor College,http://tabor.edu/
Talladega College,http://www.talladega.edu/
Tarleton State University,http://www.tarleton.edu/
Taylor University,http://www.taylor.edu/
TCM International Institute,http://www.tcmi.org/
Temple University,http://www.temple.edu/
Tennessee State University,http://www.tnstate.edu/
Tennessee Technological University,http://www.tntech.edu/
Tennessee Wesleyan College,http://www.twcnet.edu/
Texas A&M International University,http://www.tamiu.edu/
Texas A&M University,http://www.tamu.edu/
Texas A&M University–Central Texas,http://www.tamuct.edu/
Texas A&M University–Commerce,http://www.tamuc.edu/
Texas A&M University–Corpus Christi,http://www.tamucc.edu/
Texas A&M University–Galveston,http://www.tamug.edu/
Texas A&M University Health Science Center,http://www.tamhsc.edu/
Texas A&M University–Kingsville,http://www.tamuk.edu/
Texas A&M University–San Antonio,http://www.tamusa.edu/
Texas A&M University–Texarkana,http://www.tamut.edu/
Texas Chiropractic College,http://www.txchiro.edu/
Texas Christian University,http://www.tcu.edu/
Texas College,http://www.texascollege.edu/
Texas Lutheran University,http://www.tlu.edu/
Texas Southern University,http://www.tsu.edu/
Texas State University–San Marcos,http://www.txstate.edu/
Texas Tech University,http://www.ttu.edu/
Texas Tech University Health Sciences Center,http://www.ttuhsc.edu/
Texas Wesleyan University,http://txwes.edu/
Texas Woman's University,http://www.twu.edu/
Thiel College,http://www.thiel.edu/
Thomas Aquinas College,http://www.thomasaquinas.edu/
Thomas University,http://www.thomasu.edu/
Thomas College,http://www.thomas.edu/
Thomas Edison State College,http://www.tesc.edu/
Thomas Jefferson University,http://www.jefferson.edu/university.html
Thomas M. Cooley Law School,http://www.cooley.edu/
Thomas More College,http://www.thomasmore.edu/
The Thomas More College of Liberal Arts,http://www.thomasmorecollege.edu/
Thunderbird School of Global Management,http://www.thunderbird.edu/
Tiffin University,http://www.tiffin.edu/
Toccoa Falls College,http://www.tfc.edu/
Tougaloo College,http://www.tougaloo.edu/
Touro College,http://www.touro.edu/
Touro College Los Angeles,http://www.touro.edu/losangeles/
Touro University California,http://www.tu.edu/
Touro University Nevada,http://tun.touro.edu/
Touro University Worldwide,http://www.tuw.edu/
Towson University,http://www.towson.edu/
Toyota Technological Institute at Chicago,http://www.ttic.edu/
Transylvania University,http://www.transy.edu/
Trevecca Nazarene University,http://www.trevecca.edu/
Trident University International,https://www.trident.edu/
Trine University,http://www.trine.edu/
Trinity Bible College,http://www.trinitybiblecollege.edu/
Trinity Christian College,http://www.trnty.edu/
Trinity College,http://www.trincoll.edu/
Trinity College of Nursing & Health Sciences,http://www.trinitycollegeqc.edu/
Trinity Lutheran Seminary,http://www.tlsohio.edu/
Trinity Washington University,http://www.trinitydc.edu/
Trinity College of Florida,http://www.trinitycollege.edu/
Trinity International University,http://www.tiu.edu/
Trinity Lutheran College,https://www.tlc.edu/
Trinity University,http://www.trinity.edu/
Troy University,http://www.troy.edu/
Truett-McConnell College,http://www.truett.edu/
Truman State University,http://www.truman.edu/
Tufts University,http://www.tufts.edu/
Tulane University,http://www.tulane.edu/
Turtle Mountain Community College,http://www.tm.edu/
Tusculum College,http://www.tusculum.edu/
Tuskegee University,http://www.tuskegee.edu/
Unification Theological Seminary,http://www.uts.edu/
Uniformed Services University of the Health Sciences,https://www.usuhs.edu/
Union College,http://www.unionky.edu/
Union College,http://www.ucollege.edu/
Union College,http://www.union.edu/
Union Graduate College,http://www.uniongraduatecollege.edu/
Union Institute & University,http://myunion.edu/
Union Presbyterian Seminary,http://www.upsem.edu/
Union Theological Seminary,https://utsnyc.edu/
Union University,http://www.uu.edu/
United States Air Force Academy,http://www.usafa.edu/
United States Army Command & General Staff College,http://usacac.army.mil/organizations/cace/cgsc/
United States Army War College,http://www.carlisle.army.mil/
United States Coast Guard Academy,http://www.uscga.edu/
United States Merchant Marine Academy,http://www.usmma.edu/
United States Military Academy,http://www.usma.edu/
United States Naval Academy,http://www.usna.edu/
United States Naval War College,http://www.usnwc.edu/
United States Sports Academy,https://ussa.edu/
United States University,http://www.usuniversity.edu/
United Theological Seminary,http://united.edu/
United Theological Seminary of the Twin Cities,http://www.unitedseminary.edu/
Unity College,http://www.unity.edu/
Universidad Adventista de las Antillas,http://www.uaa.edu/
Universidad Central de Bayamón,http://www.ucb.edu.pr/
Universidad Central del Caribe,http://www.uccaribe.edu/
Universidad del Sagrado Corazón,http://www.sagrado.edu/
Universidad Interamericana de Puerto Rico,http://www.inter.edu/
Aguadilla Campus,http://www.aguadilla.inter.edu/
Arecibo Campus,http://www.arecibo.inter.edu/
Barranquitas Campus,http://www.br.inter.edu/
Bayamón Campus,http://bayamon.inter.edu/
Fajardo Campus,http://fajardo.inter.edu/
Guayama Campus,http://www.guayama.inter.edu/
Metropolitan Campus,http://www.metro.inter.edu/
Ponce Campus,http://ponce.inter.edu/
San Germán Campus,http://www.sg.inter.edu/
School of Law,http://www.derecho.inter.edu/
School of Optometry,http://www.optonet.inter.edu/
Universidad Politecnica de Puerto Rico,http://www.pupr.edu/
University System of Maryland,http://www.usmd.edu/
Upper Iowa University,http://www.uiu.edu/
Urbana University,http://www.urbana.edu/
Ursinus College,http://www.ursinus.edu/
Ursuline College,http://www.ursuline.edu/
Utah State University,http://www.usu.edu/
Utah Valley University,http://www.uvu.edu/
Utica College,http://www.utica.edu/
University of Advancing Technology,http://www.uat.edu/
University of Akron,http://www.uakron.edu/
University of Alabama,http://www.ua.edu/
University of Alabama–Birmingham,http://www.uab.edu/
University of Alabama–Huntsville,http://www.uah.edu/
University of Alaska System,http://www.alaska.edu/
Anchorage,http://www.uaa.alaska.edu/
Fairbanks,http://www.uaf.edu/
Southeast,http://www.uas.alaska.edu/
University of Arizona,http://www.arizona.edu/
University of Arkansas,http://www.uark.edu/
University of Arkansas–Fort Smith,http://uafs.edu/
University of Arkansas–Little Rock,http://ualr.edu/
University of Arkansas for Medical Sciences,http://www.uams.edu/
University of Arkansas–Monticello,http://www.uamont.edu/
University of Arkansas–Pine Bluff,http://www.uapb.edu/
University of Arkansas System,http://www.uasys.edu/
University of Baltimore,http://www.ubalt.edu/
University of Bridgeport,http://www.bridgeport.edu/
University of California–Berkeley,http://www.berkeley.edu/
University of California–Davis,http://ucdavis.edu/
University of California Hastings College of the Law,http://www.uchastings.edu/
University of California–Irvine,http://www.uci.edu/
University of California–Los Angeles,http://www.ucla.edu/
University of California–Merced,http://www.ucmerced.edu/
University of California–Riverside,http://www.ucr.edu/
University of California–San Diego,http://www.ucsd.edu/
University of California–San Francisco,http://www.ucsf.edu/
University of California–Santa Barbara,http://www.ucsb.edu/
University of California–Santa Cruz,http://www.ucsc.edu/
University of California System,http://www.ucop.edu/
University of Central Arkansas,http://uca.edu/
University of Central Florida,http://www.ucf.edu/
University of Central Missouri,http://www.ucmo.edu/
University of Central Oklahoma,http://www.uco.edu/
University of Charleston,http://www.ucwv.edu/
University of Chicago,http://www.uchicago.edu/
University of Cincinnati,http://www.uc.edu/
University of Cincinnati–Blue Ash,http://www.ucblueash.edu/
University of Colorado–Boulder,http://www.colorado.edu/
University of Colorado–Colorado Springs,http://www.uccs.edu/
University of Colorado–Denver,http://www.ucdenver.edu/
University of Colorado System,http://www.cu.edu/
University of Connecticut,http://uconn.edu/
University of Dallas,http://www.udallas.edu/
University of Dayton,http://www.udayton.edu/
University of Delaware,http://www.udel.edu/
University of Denver,http://www.du.edu/
University of the District of Columbia,http://www.udc.edu/
University of Detroit Mercy,http://www.udmercy.edu/
University of Dubuque,http://www.dbq.edu/
University of Evansville,http://www.evansville.edu/
The University of Findlay,http://www.findlay.edu/
University of Florida,http://www.ufl.edu/
University of Georgia,http://www.uga.edu/
University of Great Falls,http://www.ugf.edu/
University of Guam,http://www.uog.edu/
University of Hartford,http://www.hartford.edu/
University of Hawaii–Hilo,http://hilo.hawaii.edu/
University of Hawaii–Manoa,http://manoa.hawaii.edu/
University of Hawaii System,http://www.hawaii.edu/
University of Hawaii–West O'ahu,http://www.uhwo.hawaii.edu/
University of Houston,http://www.uh.edu/
University of Houston–Clear Lake,http://www.uhcl.edu/
University of Houston–Downtown,http://www.uhd.edu/
University of Houston–Victoria,http://www.uhv.edu/
University of Idaho,http://www.uidaho.edu/
University of Illinois–Chicago,http://www.uic.edu/
University of Illinois–Springfield,http://www.uis.edu/
University of Illinois System,http://www.uillinois.edu/
University of Illinois–Urbana-Champaign,http://illinois.edu/
University of Indianapolis,http://www.uindy.edu/
University of Iowa,http://www.uiowa.edu/
University of Jamestown,http://www.uj.edu/
University of Kansas,http://www.ku.edu/
University of Kansas Medical Center,http://www.kumc.edu/
University of Kentucky,http://www.uky.edu/
University of La Verne,http://laverne.edu/
University of Louisiana–Monroe,http://www.ulm.edu/
University of Louisiana–Lafayette,http://www.louisiana.edu/
University of Louisville,http://www.louisville.edu/
University of Maine,https://umaine.edu/
University of Maine–Augusta,http://www.uma.edu/
University of Maine–Farmington,http://www.umf.maine.edu/
University of Maine–Fort Kent,http://www.umfk.edu/
University of Maine–Machias,http://machias.edu/
University of Maine–Presque Isle,http://www.umpi.edu/
University of Maine School of Law,http://mainelaw.maine.edu/
University of Maine System,http://www.maine.edu/
University of Mary,http://www.umary.edu/
University of Mary Hardin-Baylor,http://www.umhb.edu/
University of Mary Washington,http://www.umw.edu/
University of Maryland–Baltimore,http://www.umaryland.edu/
University of Maryland–Baltimore County,http://www.umbc.edu/
University of Maryland–College Park,http://www.umd.edu/
University of Maryland–Eastern Shore,http://www.umes.edu/
University of Maryland–University College,http://www.umuc.edu/
University of Massachusetts–Amherst,http://www.umass.edu/
University of Massachusetts–Boston,http://www.umb.edu/
University of Massachusetts–Dartmouth,http://www.umassd.edu/
University of Massachusetts–Lowell,http://www.uml.edu/
University of Massachusetts Medical School at Worcester,http://www.umassmed.edu/
University of Massachusetts System,http://www.massachusetts.edu/
University of Medicine & Dentistry of New Jersey,http://www.umdnj.edu/
University of Memphis,http://www.memphis.edu/
University of Miami,http://www.miami.edu/
University of Michigan,http://umich.edu/
University of Michigan–Dearborn,http://umdearborn.edu/
University of Michigan–Flint,http://www.umflint.edu/
University of Minnesota–Crookston,http://www.crk.umn.edu/
University of Minnesota–Duluth,http://www.d.umn.edu/
University of Minnesota–Morris,http://www.morris.umn.edu/
University of Minnesota–Rochester,http://r.umn.edu/
University of Minnesota–Twin Cities,http://www.umn.edu/
University of Mississippi,http://www.olemiss.edu/
University of Mississippi Medical Center,https://www.umc.edu/
University of Missouri,http://www.missouri.edu/
University of Missouri–Kansas City,http://www.umkc.edu/
University of Missouri–Saint Louis,http://www.umsl.edu/
University of Missouri System,http://www.umsystem.edu/
University of Mobile,http://umobile.edu/
University of Montana–Missoula,http://www.umt.edu/
University of Montana–Western,http://www.umwestern.edu/
University of Montevallo,http://www.montevallo.edu/
University of Mount Olive,http://www.umo.edu/
University of Mount Union,http://www.mountunion.edu/
University of Nebraska–Kearney,http://www.unk.edu/
University of Nebraska–Lincoln,http://www.unl.edu/
University of Nebraska Medical Center,http://www.unmc.edu/
University of Nebraska–Omaha,http://www.unomaha.edu/
University of Nebraska System,http://www.nebraska.edu/
University of Nevada–Las Vegas,http://www.unlv.edu/
University of Nevada–Reno,http://www.unr.edu/
University of New England,http://www.une.edu/
University of New Hampshire,http://www.unh.edu/
University of New Hampshire at Manchester,http://manchester.unh.edu/
University of New Hampshire School of Law,http://law.unh.edu/
University of New Haven,http://www.newhaven.edu/
University of New Mexico,http://www.unm.edu/
University of New Orleans,http://www.uno.edu/
University of North Alabama,https://www.una.edu/
University of North Carolina–Asheville,http://www.unca.edu/
University of North Carolina–Chapel Hill,http://www.unc.edu/
University of North Carolina–Charlotte,http://www.uncc.edu/
University of North Carolina–Greensboro,http://www.uncg.edu/
University of North Carolina–Pembroke,http://www.uncp.edu/
University of North Carolina–School of the Arts,http://www.uncsa.edu/
University of North Carolina–Wilmington,http://www.uncw.edu/
University of North Dakota,http://und.edu/
University of North Florida,http://www.unf.edu/
University of North Georgia,http://ung.edu/
University of North Texas,http://www.unt.edu/
University of North Texas–Dallas,http://www.untdallas.edu/
University of North Texas Health Science Center,http://www.unthsc.edu/
University of Northern Colorado,http://www.unco.edu/
University of Northern Iowa,http://www.uni.edu/
University of Northwestern Ohio,http://www.unoh.edu/
University of Northwestern–Saint Paul,http://www.unwsp.edu/
University of Notre Dame,http://www.nd.edu/
University of Oklahoma,http://www.ou.edu/
University of Oklahoma Health Sciences Center,http://www.ouhsc.edu/
University of Oklahoma–Tulsa,http://www.ou.edu/tulsa/
University of Oregon,http://uoregon.edu/
University of the Ozarks,http://www.ozarks.edu/
Valdosta State University,http://www.valdosta.edu/
Valencia College,http://valenciacollege.edu/
Valley City State University,http://www.vcsu.edu/
Valparaiso University,http://www.valpo.edu/
Vanderbilt University,http://www.vanderbilt.edu/
VanderCook College of Music,http://www.vandercook.edu/
Vanguard University of Southern California,http://www.vanguard.edu/
Vassar College,http://www.vassar.edu/
Vaughn College of Aeronautics & Technology,http://www.vaughn.edu/
Vermont College of Fine Arts,http://vcfa.edu/
Vermont Law School,http://www.vermontlaw.edu/
Vermont Technical College,http://www.vtc.edu/
Villa Maria College,http://www.villa.edu/
Villanova University,http://www.villanova.edu/
Vincennes University,http://www.vinu.edu/
Virginia Commonwealth University,http://www.vcu.edu/
Virginia Military Institute,http://www.vmi.edu/
Virginia Polytechnic Institute & State University,http://www.vt.edu/
Virginia State University,http://www.vsu.edu/
Virginia Union University,http://www.vuu.edu/
Virginia Wesleyan College,http://www.vwc.edu/
Viterbo University,http://www.viterbo.edu/
Voorhees College,https://www.voorhees.edu/
Wabash College,http://www.wabash.edu/
Wade College,http://www.wadecollege.edu/
Wagner College,http://wagner.edu/
Wake Forest University,http://www.wfu.edu/
Walden University,http://www.waldenu.edu/
Waldorf College,http://www.waldorf.edu/
Walla Walla University,http://www.wallawalla.edu/
Walsh College,http://www.walshcollege.edu/
Walsh University,https://www.walsh.edu/
Warner Pacific College,http://www.warnerpacific.edu/
Warner University,http://warner.edu/
Warren Wilson College,http://www.warren-wilson.edu/
Wartburg College,http://www.wartburg.edu/
Wartburg Theological Seminary,http://www.wartburgseminary.edu/
Washburn University,http://www.washburn.edu/
Washington & Jefferson College,http://www.washjeff.edu/
Washington & Lee University,http://www.wlu.edu/
Washington Adventist University,https://www.wau.edu/
Washington College,http://www.washcoll.edu/
Washington State University,https://wsu.edu/
Washington State University–Spokane,https://spokane.wsu.edu/
Washington State University–Tri-Cities,http://www.tricity.wsu.edu/
Washington State University–Vancouver,http://www.vancouver.wsu.edu/
Washington Theological Union,http://www.wtu.edu/
Washington University in Saint Louis,http://www.wustl.edu/
"Watkins College of Art, Design, & Film",http://www.watkins.edu/
Wayland Baptist University,http://www.wbu.edu/
Wayne State College,http://www.wsc.edu/
Wayne State University,http://wayne.edu/
Waynesburg University,http://www.waynesburg.edu/
Webb Institute,http://www.webb.edu/
Webber International University,http://webber.edu/
Weber State University,http://www.weber.edu/
Webster University,http://www.webster.edu/
Welch College,http://www.welch.edu/
Wellesley College,http://www.wellesley.edu/
Wells College,https://www.wells.edu/
Wentworth Institute of Technology,http://www.wit.edu/
Wesley College,http://wesley.edu/
Wesley Theological Seminary,http://www.wesleyseminary.edu/
Wesleyan College,http://www.wesleyancollege.edu/
Wesleyan University,http://www.wesleyan.edu/
West Chester University of Pennsylvania,http://www.wcupa.edu/
West Coast University,http://westcoastuniversity.edu/
West Liberty University,http://westliberty.edu/
West Texas A&M University,http://www.wtamu.edu/
West Virginia State University,http://www.wvstateu.edu/
West Virginia University,http://www.wvu.edu/
West Virginia University Institute of Technology,http://www.wvutech.edu/
West Virginia University at Parkersburg,http://www.wvup.edu/
West Virginia Wesleyan College,http://www.wvwc.edu/
Western Carolina University,http://www.wcu.edu/
Western Connecticut State University,http://www.wcsu.edu/
Western Governors University,http://www.wgu.edu/
Western Governors University–Indiana,http://indiana.wgu.edu/
Western Governors University–Missouri,http://missouri.wgu.edu/
Western Governors University–Tennessee,http://tennessee.wgu.edu/
Western Governors University–Texas,http://texas.wgu.edu/
Western Governors University–Washington,http://washington.wgu.edu/
Western Illinois University,http://www.wiu.edu/
Western International University,http://west.edu/
Western Kentucky University,http://www.wku.edu/
Western Michigan University,http://www.wmich.edu/
Western Nevada College,http://www.wnc.edu/
Western New England University,http://www.wne.edu/
Western New Mexico University,http://wnmu.edu/
Western Oregon University,http://www.wou.edu/
Western Seminary,http://www.westernseminary.edu/
Western State Colorado University,http://www.western.edu/
Western State University College of Law,http://www.wsulaw.edu/
Western University of Health Sciences,http://www.westernu.edu/
Western Washington University,http://www.wwu.edu/
Westfield State University,http://www.wsc.ma.edu/
Westminster College,http://www.westminster.edu/
Westminster College,http://www.westminster-mo.edu/
Westminster College,http://www.westminstercollege.edu/
Westminster Theological Seminary,http://www.wts.edu/
Westminster Seminary California,http://wscal.edu/
Westmont College,http://www.westmont.edu/
Wheaton College,http://www.wheaton.edu/
Wheaton College,http://wheatoncollege.edu/
Wheeling Jesuit University,http://www.wju.edu/
Wheelock College,http://www.wheelock.edu/
Whitman College,https://www.whitman.edu/
Whittier College,http://www.whittier.edu/
Whitworth University,http://www.whitworth.edu/
Wichita State University,http://www.wichita.edu/
Widener University,http://www.widener.edu/
Wilberforce University,http://www.wilberforce.edu/
Wiley College,http://www.wileyc.edu/
Wilkes University,http://www.wilkes.edu/
Willamette University,http://www.willamette.edu/
William Carey University,http://www.wmcarey.edu/
William James College,http://www.williamjames.edu/
William Jessup University,http://www.jessup.edu/
William Jewell College,http://www.jewell.edu/
William Peace University,http://www.peace.edu/
William Penn University,http://www.wmpenn.edu/
William Paterson University,http://www.wpunj.edu/
William Woods University,http://www.williamwoods.edu/
Williams Baptist College,http://www.wbcoll.edu/
Williams College,http://www.williams.edu/
Wilmington University,http://www.wilmu.edu/
Wilmington College,http://www.wilmington.edu/
Wilson College,http://www.wilson.edu/
Wingate University,http://www.wingate.edu/
Winona State University,http://www.winona.edu/
Winston-Salem State University,http://www.wssu.edu/
Winthrop University,http://www.winthrop.edu/
Wisconsin Lutheran College,http://www.wlc.edu/
Wisconsin School of Professional Psychology,http://wspp.edu/
Wittenberg University,http://www.wittenberg.edu/
Wofford College,http://www.wofford.edu/
Won Institute of Graduate Studies,http://www.woninstitute.edu/
Woodbury University,http://woodbury.edu/
Woods Hole Oceanographic Institution,http://www.whoi.edu/
Worcester Polytechnic Institute,http://www.wpi.edu/
Worcester State University,http://www.worcester.edu/
The Wright Institute,http://www.wi.edu/
Wright State University,http://www.wright.edu/
Babson College,http://www.babson.edu/
Bacone College,http://www.bacone.edu/
Baldwin-Wallace University,http://www.bw.edu/
Ball State University,http://www.bsu.edu/
Baker College,http://www.baker.edu/
Baker University,http://www.bakeru.edu/
Bangor Theological Seminary,http://www.bts.edu/
Bank Street College of Education,https://www.bankstreet.edu/
Baptist Bible College,http://www.gobbc.edu/
The Baptist College of Florida,http://www.baptistcollege.edu/
Baptist Memorial College of Health Sciences,http://www.bchs.edu/
Baptist Missionary Association Theological Seminary,http://bmats.edu/
Barclay College,http://www.barclaycollege.edu/
Bard College,http://www.bard.edu/
Bard College at Simon's Rock,http://www.simons-rock.edu/
Barnard College,http://www.barnard.edu/
Barry University,http://www.barry.edu/
Barton College,https://www.barton.edu/
Bastyr University,http://www.bastyr.edu/
Bates College,http://www.bates.edu/
Bauder College,http://www.bauder.edu/
Bay Path University,http://www.baypath.edu/
Bay State College,http://www.baystate.edu/
Baylor College of Medicine,http://www.bcm.edu/
Baylor University,http://www.baylor.edu/
Beacon College,http://www.beaconcollege.edu/
Becker College,http://www.becker.edu/
Belhaven University,http://www.belhaven.edu/
Bellarmine University,http://www.bellarmine.edu/
Bellevue College,http://www.bellevuecollege.edu/
Bellevue University,http://www.bellevue.edu/
Bellin College,http://www.bellincollege.edu/
Belmont University,http://www.belmont.edu
Belmont Abbey College,http://belmontabbeycollege.edu/
Beloit College,http://www.beloit.edu/
Bemidji State University,http://www.bemidjistate.edu/
Benedict College,http://www.benedict.edu/
Benedictine College,http://www.benedictine.edu/
Benedictine University,http://www.ben.edu/
Benjamin Franklin Institute of Technology,http://www.bfit.edu/
Bennett College,http://www.bennett.edu/
Bennington College,http://www.bennington.edu/
Bentley University,http://www.bentley.edu/
Berea College,http://www.berea.edu/
Berkeley College,http://www.berkeleycollege.edu/
Berklee College of Music,https://www.berklee.edu/
Berry College,http://www.berry.edu/
Bethany College,http://www.bethanylb.edu/
Bethany College,http://www.bethanywv.edu/
Bethany Lutheran College,http://www.blc.edu/
Bethany Theological Seminary,http://www.bethanyseminary.edu/
Bethel College,http://www.bethelcollege.edu/
Bethel College,http://www.bethelks.edu/
Bethel University & Seminary,http://www.bethel.edu/
Bethel University,http://www.bethelu.edu/
Bethesda University of California,http://www.buc.edu/
Bethune-Cookman University,http://www.bethune.cookman.edu/
Beulah Heights University,http://www.beulah.edu/
Biblical Theological Seminary,http://www.biblical.edu/
Biola University,http://www.biola.edu/
Birmingham-Southern College,http://www.bsc.edu/
Bismark State College,http://www.bismarckstate.edu/
Black Hills State University,http://www.bhsu.edu/
Blackburn College,http://blackburn.edu/
Blessing-Rieman College of Nursing,http://www.brcn.edu/
Bloomfield College,http://www.bloomfield.edu/
Bloomsburg University of Pennsylvania,http://www.bloomu.edu/
Blue Mountain College,http://www.bmc.edu/
Bluefield College,http://www.bluefield.edu/
Bluefield State College,http://bluefieldstate.edu/
Bluffton University,http://www.bluffton.edu/
Boise State University,http://www.boisestate.edu/
Boricua College,http://www.boricuacollege.edu/
Boston Architectural College,http://www.the-bac.edu/
Boston College,http://www.bc.edu/
Boston Conservatory,http://www.bostonconservatory.edu/
Boston Graduate School of Psychoanalysis,http://www.bgsp.edu/
Boston University,http://www.bu.edu/
Bowdoin College,http://www.bowdoin.edu/
Bowie State University,http://www.bowiestate.edu/
Bowling Green State University,http://www.bgsu.edu/
Bradley University,http://www.bradley.edu/
Brandeis University,http://www.brandeis.edu/
Brandman University,http://www.brandman.edu/
Brenau University,http://www.brenau.edu/
Brescia University ,http://www.brescia.edu/
Brevard College,http://www.brevard.edu/
Brewton-Parker College,http://www.bpc.edu/
Briar Cliff University,http://www.briarcliff.edu/
Briarcliffe College,http://www.briarcliffe.edu/
Bridgewater College,http://www.bridgewater.edu/
Bridgewater State University,http://www.bridgew.edu/
Brigham Young University,http://www.byu.edu/
Brigham Young University–Hawaii,http://byuh.edu/
Brigham Young University–Idaho,http://www.byui.edu/
Brite Divinity School,http://www.brite.edu/
Broward College,http://www.broward.edu/
Brown University,http://www.brown.edu/
Bryan College,http://www.bryan.edu/
Bryan College of Health Sciences,http://www.bryanhealthcollege.edu/
Bryant University,http://www.bryant.edu/
Bryn Athyn College,http://www.brynathyn.edu/
Bryn Mawr College,http://www.brynmawr.edu/
Bucknell University,http://www.bucknell.edu/
Buena Vista University,http://www.bvu.edu/
Burlington College,http://www.burlington.edu/
Butler University,https://www.butler.edu/
Cabarrus College of Health Sciences,http://www.cabarruscollege.edu/
Cabrini College,http://www.cabrini.edu/
Cairn University,http://cairn.edu/
Caldwell University,http://www.caldwell.edu/
California Baptist University,http://www.calbaptist.edu/
California College of the Arts,https://www.cca.edu/
California Institute of the Arts,http://calarts.edu/
California Institute of Integral Studies,http://www.ciis.edu/
California Institute of Technology,http://www.caltech.edu/
California Lutheran University,http://www.callutheran.edu/
California Maritime Academy,http://www.csum.edu/
California Northstate University,http://www.cnsu.edu/
"California Polytechnic State University, San Luis Obispo",http://www.calpoly.edu/
"California State Polytechnic University, Pomona",http://www.cpp.edu/
California State University–Bakersfield,http://www.csub.edu/
California State University–Channel Islands,http://www.csuci.edu/
California State University–Chico,http://www.csuchico.edu/
California State University–Dominguez Hills,http://www.csudh.edu/
California State University–East Bay,http://www.csueastbay.edu/
California State University–Fresno,http://www.fresnostate.edu/
California State University–Fullerton,http://www.fullerton.edu/
California State University–Long Beach,http://www.csulb.edu/
California State University–Los Angeles,http://www.calstatela.edu/
California State University–Monterey Bay,https://csumb.edu/
California State University–Northridge,http://www.csun.edu/
California State University–Sacramento,http://www.csus.edu/
California State University–San Bernardino,http://www.csusb.edu/
California State University–San Marcos,http://www.csusm.edu/
California State University–Stanislaus,https://www.csustan.edu/
California State University System,http://www.calstate.edu/
California University of Pennsylvania,http://www.calu.edu/
Calumet College of Saint Joseph,http://www.ccsj.edu/
Calvary Baptist Seminary,http://www.cbs.edu/
Calvary Bible College & Theological Seminary,http://www.calvary.edu/
Calvin College,http://www.calvin.edu/
Cambridge College ,https://www.cambridgecollege.edu/
Cameron University,http://www.cameron.edu/
Campbell University,http://www.campbell.edu/
Campbellsville University,http://www.campbellsville.edu/
Canisius College,http://www.canisius.edu/
Capella University,http://www.capella.edu/
Capital University,http://www.capital.edu/
Capitol Technology University,http://www.captechu.edu/
Cardinal Stritch University,http://www.stritch.edu/
Caribbean University,http://www.caribbean.edu/
Carleton College,http://www.carleton.edu/
Carlos Albizu University,http://www.albizu.edu/
Carlos Albizu University–Miami Campus,http://www.mia.albizu.edu/
Carlow University,http://www.carlow.edu/
Carnegie Mellon University,http://www.cmu.edu/
Carroll College,http://www.carroll.edu/
Carroll University,http://www.carrollu.edu/
Carson-Newman University,http://www.cn.edu/
Carthage College,https://www.carthage.edu/
Case Western Reserve University,http://www.case.edu/
Castleton State College,http://www.castleton.edu/
Catawba College,http://catawba.edu/
Catholic Theological Union,http://www.ctu.edu/
The Catholic University of America,http://www.cua.edu/
Cazenovia College,http://www.cazenovia.edu/
Cedar Crest College,http://www.cedarcrest.edu/
Cedarville University,http://www.cedarville.edu/
Centenary College,http://www.centenarycollege.edu/
Centenary College of Louisiana,http://www.centenary.edu/
Central Baptist College,http://www.cbc.edu/
Central Baptist Theological Seminary,http://www.cbts.edu/
Central Christian College of Kansas,http://www.centralchristian.edu/
